id,name,hind_name,wikipedia_links
972,Kiwis ,,https://en.wikipedia.org/wiki/Kiwis 
973,Cheesecake ,,https://en.wikipedia.org/wiki/Cheesecake 
974,Glycerin ,,https://en.wikipedia.org/wiki/Glycerin 
975,Semi Kokum ,, 
976,Silver Foil ,,https://en.wikipedia.org/wiki/Silver foil 
977,Pink ,,https://en.wikipedia.org/wiki/Pink 
978,Cashewnuts Drained. ,, 
979,Malai Kulfi ,, 
980,Jalebis ,, 
981,Horse Gram ,Kulith,https://en.wikipedia.org/wiki/Horse gram 
982,Rounds Vegetables ,, 
983,Raita ,,https://en.wikipedia.org/wiki/Raita 
984,Lasagne ,,https://en.wikipedia.org/wiki/Lasagne 
985,Baileys Irish Cream ,, 
986,Amaretto ,,https://en.wikipedia.org/wiki/Amaretto 
987,Chocolate Cream Wafer Biscuit ,, 
988,Chocolate Cream Wafer Biscuits ,, 
989,Coconut Biscuits ,, 
990,Pineapple Tidbits ,, 
992,Pickled Jalapenos ,, 
993,Bean Spinach Rice ,, 
994,Falafel ,,https://en.wikipedia.org/wiki/Falafel 
995,Lemon Crystals ,, 
996,Cheese Cake ,,https://en.wikipedia.org/wiki/Cheese cake 
997,Lemon Zest ,,https://en.wikipedia.org/wiki/Lemon zest 
998,Couscous ,,https://en.wikipedia.org/wiki/Couscous 
999,Carrot Julienned ,, 
1000,Bottles Lemonade ,, 
1001,Emon Grass ,Hare Chai Ki Patti, 
1002,Eggs Yolks ,, 
1003,Lemon Tang ,, 
1004,Muskmelon Purée ,Kharbooja, 
1005,Plum Sauce ,,https://en.wikipedia.org/wiki/Plum sauce 
1006,Garlic Sauce ,,https://en.wikipedia.org/wiki/Garlic sauce 
1007,Onions The ,, 
1008,Surti Vaal ,, 
1009,Lychee ,,https://en.wikipedia.org/wiki/Lychee 
1010,Rasgulla Squares ,, 
1011,Rabdi Cream ,, 
1012,Butter Naan ,, 
1013,Angelica ,,https://en.wikipedia.org/wiki/Angelica 
1014,Moong Dal Vadi ,, 
1015,GingerGreen Chilli ,, 
1016,Garlic-Tomato Chutney ,, 
1017,Corncobs ,,https://en.wikipedia.org/wiki/Corncobs 
1018,Corncobs Mm ,, 
1019,Corn Kernel ,,https://en.wikipedia.org/wiki/Corn kernel 
1020,Spinach Rotis ,Palak, 
1021,Pahadi Marinade ,, 
1022,Piece Cinnamon ,, 
1023,Alum ,Phitkari,https://en.wikipedia.org/wiki/Alum 
1024,Flat Noodles ,, 
1025,Mango Purée ,, 
1026,Mango Ice-Cream ,, 
1027,Crystallized Ginger ,,https://en.wikipedia.org/wiki/Crystallized ginger 
1028,Mango Pureed ,, 
1029,Mango Cake ,, 
1030,Moong Dal Mangodi ,, 
1031,Tequila ,,https://en.wikipedia.org/wiki/Tequila 
1032,Cointreau ,,https://en.wikipedia.org/wiki/Cointreau 
1033,Table Salt ,,https://en.wikipedia.org/wiki/Table salt 
1034,Dal ,,https://en.wikipedia.org/wiki/Dal 
1035,Chai Masala ,,https://en.wikipedia.org/wiki/Chai masala 
1036,Coke ,,https://en.wikipedia.org/wiki/Coke 
1037,Khichiya Papads ,, 
1038,Radish Pods ,Mogri, 
1039,Chunda ,,https://en.wikipedia.org/wiki/Chunda 
1040,Tendlis ,, 
1041,Garlic Clove ,,https://en.wikipedia.org/wiki/Garlic clove 
1042,Mawa Peda ,, 
1043,Medu Vadas ,,https://en.wikipedia.org/wiki/Medu vadas 
1044,Betel ,Paan,https://en.wikipedia.org/wiki/Betel 
1045,Paan Katha ,, 
1046,Paan Chutney ,, 
1047,Dhana Dal ,, 
1048,Honeydew Melon ,,https://en.wikipedia.org/wiki/Honeydew melon 
1049,Papaya Scoops ,, 
1050,Watermelon Scoops ,Tarbuj, 
1051,Cherries Stem ,, 
1052,Black-Eyed Beans ,Chawli, 
1053,Wheat Bhakris ,, 
1054,Toasts ,,https://en.wikipedia.org/wiki/Toasts 
1055,Methi ,,https://en.wikipedia.org/wiki/Methi 
1056,Cashewnuts ,Kaju, 
1057,Corn Tortillas ,,https://en.wikipedia.org/wiki/Corn tortillas 
1058,Taco Seasoning ,, 
1059,Monterey Jack Cheese ,,https://en.wikipedia.org/wiki/Monterey jack cheese 
1060,Chunky ,,https://en.wikipedia.org/wiki/Chunky 
1061,Avocado Dip ,, 
1062,Hummus ,,https://en.wikipedia.org/wiki/Hummus 
1063,Baba Ganoush ,,https://en.wikipedia.org/wiki/Baba ganoush 
1064,Capsicum Walnut Dip ,, 
1065,Fattoush ,,https://en.wikipedia.org/wiki/Fattoush 
1066,Pita Breads ,, 
1067,Spinach Sambousik ,, 
1068,Pickled Vegetables ,,https://en.wikipedia.org/wiki/Pickled vegetables 
1069,Masala Cashewnuts ,, 
1070,Bikaneri Bhujia ,,https://en.wikipedia.org/wiki/Bikaneri bhujia 
1071,Brown Bread Burger Buns ,, 
1072,Lentils Flour ,Urad Dal, 
1073,Limca ,,https://en.wikipedia.org/wiki/Limca 
1074,Yam Raita ,, 
1075,Farsan ,,https://en.wikipedia.org/wiki/Farsan 
1076,Chilli Garlic Chutney ,, 
1077,Uncooked Rice ,Chawal, 
1078,Sprout ,,https://en.wikipedia.org/wiki/Sprout 
1079,Pastry ,,https://en.wikipedia.org/wiki/Pastry 
1080,Grain Basmati Rice ,Chawal, 
1081,Snow Peas ,,https://en.wikipedia.org/wiki/Snow peas 
1082,Coffee Beans ,,https://en.wikipedia.org/wiki/Coffee beans 
1083,Bamboo Shoots ,,https://en.wikipedia.org/wiki/Bamboo shoots 
1084,Mooli ,Radish,https://en.wikipedia.org/wiki/Mooli 
1085,Mango Chunda ,, 
1086,Moong Dal ,,https://en.wikipedia.org/wiki/Moong dal 
1087,Walnut Praline ,, 
1088,Olive ,,https://en.wikipedia.org/wiki/Olive 
1089,Herbed Pita ,, 
1090,Apple Skins Swirls ,, 
1091,Rice Vermicelli ,Seviyan,https://en.wikipedia.org/wiki/Rice vermicelli 
1092,Chili Garlic Sauce ,, 
1093,Wheat Grass ,,https://en.wikipedia.org/wiki/Wheat grass 
1094,Amchur ,Mango Peel Powder,https://en.wikipedia.org/wiki/Amchur 
1095,Grain Rice ,Chawal, 
1096,Strawberry Sauce ,,https://en.wikipedia.org/wiki/Strawberry sauce 
1097,Aloo Masala ,, 
1098,Mysore Chutney ,, 
1099,Millet Flour ,Ragi /Nachni, 
1100,Tortilla ,,https://en.wikipedia.org/wiki/Tortilla 
1101,Vanaspati ,,https://en.wikipedia.org/wiki/Vanaspati 
1102,Clove Ginger ,Adrak, 
1103,Neem ,,https://en.wikipedia.org/wiki/Neem 
1104,Noodle ,,https://en.wikipedia.org/wiki/Noodle 
1105,Wheat Spaghetti ,, 
1106,Flat Rice Noodles ,, 
1107,Ferrero Rocher ,, 
1108,Ready-Made Samosa ,, 
1109,Oatmeal Cookies ,,https://en.wikipedia.org/wiki/Oatmeal cookies 
1110,Vegetable Oil ,,https://en.wikipedia.org/wiki/Vegetable oil 
1111,Sun Tomatoes ,, 
1112,Maggi Masala ,, 
1113,Mango Pickle ,,https://en.wikipedia.org/wiki/Mango pickle 
1114,Malta Orange ,, 
1115,Khoya ,,https://en.wikipedia.org/wiki/Khoya 
1116,Oreo Biscuits ,, 
1117,Beetel ,Paan,https://en.wikipedia.org/wiki/Beetel 
1118,Menthol ,,https://en.wikipedia.org/wiki/Menthol 
1119,Colocasia ,,https://en.wikipedia.org/wiki/Colocasia 
1120,Coconut Kadhi ,, 
1121,Dahiwali Phudine Chutney ,, 
1122,Soda- Bi Carb ,, 
1123,Palak Methi Na Muthias ,, 
1124,Tandoori Masala ,,https://en.wikipedia.org/wiki/Tandoori masala 
1125,Onion Purée ,, 
1126,Multigrain Bread ,,https://en.wikipedia.org/wiki/Multigrain bread 
1127,Curly Lettuce ,, 
1128,Chilli Coriander Rice ,, 
1130,Piece Ginger ,, 
1131,Flour Tortilla ,,https://en.wikipedia.org/wiki/Flour tortilla 
1132,Herbed Hummus ,, 
1133,Tandoori Paneer Tikas ,, 
1134,Thai Vegetable ,, 
1135,Limca Drink ,, 
1136,Bikaneri Papad ,, 
1137,Urad Dal Papad ,, 
1138,Alphonso Mango ,, 
1139,Papaya Purée ,, 
1140,Mexican Blend ,, 
1141,Farfalle Pasta ,, 
1142,Wheat Fusilli ,, 
1143,Fusillii ,, 
1144,Carbonated Lemon Drink ,, 
1145,Macaroons ,,https://en.wikipedia.org/wiki/Macaroons 
1146,Herbed Pizza ,, 
1147,Apricot Jam ,,https://en.wikipedia.org/wiki/Apricot jam 
1148,Yogurt ,Dahi,https://en.wikipedia.org/wiki/Yogurt 
1149,Ginger-Green Chill ,, 
1150,Rajgira Paratha ,, 
1151,Brie Cheese ,,https://en.wikipedia.org/wiki/Brie cheese 
1152,Pomogranate ,, 
1153,Can Pears ,, 
1154,Arugula ,,https://en.wikipedia.org/wiki/Arugula 
1155,Tomatoes Pesto ,, 
1156,Tomato Soup ,,https://en.wikipedia.org/wiki/Tomato soup 
1157,Coriander Coconut Chutney ,, 
1158,Teabag ,,https://en.wikipedia.org/wiki/Teabag 
1159,Conchiglie ,,https://en.wikipedia.org/wiki/Conchiglie 
1160,Petha ,,https://en.wikipedia.org/wiki/Petha 
1161,Phodshi ,, 
1162,Gram Flour ,Coarse Besan,https://en.wikipedia.org/wiki/Gram flour 
1163,Pearl Onions ,, 
1164,Carrot Ka Achaar ,, 
1165,Ginger Biscuits ,Adrak,https://en.wikipedia.org/wiki/Ginger biscuits 
1166,Bread Tartlets ,, 
1167,Pineapple Purée ,, 
1168,Pineapple Wafer Biscuits ,, 
1169,Aloe Vera ,,https://en.wikipedia.org/wiki/Aloe vera 
1170,Tinned ,,https://en.wikipedia.org/wiki/Tinned 
1171,Peled Pistachios ,, 
1172,Bajra Roti ,,https://en.wikipedia.org/wiki/Bajra roti 
1173,Gatte Ka Pulao ,, 
1174,Shrikhand ,,https://en.wikipedia.org/wiki/Shrikhand 
1175,Colorful Capsicum ,, 
1176,Plums ,,https://en.wikipedia.org/wiki/Plums 
1177,Plum ,,https://en.wikipedia.org/wiki/Plum 
1178,Ginger Ale Squash ,, 
1179,Plum Jam ,, 
1180,Drinking Coconut ,, 
1181,Vegetarian Oyster Sauce ,, 
1182,Zucchini Thin ,, 
1183,Tomato Thin ,, 
1184,Peanut Chutney ,,https://en.wikipedia.org/wiki/Peanut chutney 
1185,Laadi Pav ,, 
1186,Harissa Sauce ,, 
1187,Kachri ,, 
1188,Kerala Papadum ,, 
1189,Bhakarwadi ,,https://en.wikipedia.org/wiki/Bhakarwadi 
1190,Butter Biscuit ,,https://en.wikipedia.org/wiki/Butter biscuit 
1191,Honeydew Melon Purée ,Kharbooja, 
1192,Coriander Onion Chutney ,, 
1193,Rose Sherbet ,, 
1194,Hide Seek Chocolate Biscuits ,, 
1195,Wheat Pizza Base ,, 
1196,Kabuli Channa ,, 
1197,Beet Cheese Sauce ,, 
1198,Lehsun Chutney ,, 
1199,Samo Khichdi ,, 
1200,Tomato Corn Chutney ,, 
1201,Coriander- Cumin ,, 
1202,Garlic-Ginger-Green Chilli ,, 
1203,Sugar Rite ,, 
1204,BuffaloS Milk ,, 
1205,Rasgulla Logs ,, 
1206,Radish Julliennes ,, 
1207,Grenadine ,,https://en.wikipedia.org/wiki/Grenadine 
1208,Apple Fans ,, 
1209,Peppercorn ,,https://en.wikipedia.org/wiki/Peppercorn 
1210,Kashmiri Chilles ,, 
1211,Ricotta Cheese ,,https://en.wikipedia.org/wiki/Ricotta cheese 
1212,Bread Toasts ,, 
1213,Garlic Pod ,Lehsun, 
1214,Squash ,,https://en.wikipedia.org/wiki/Squash 
1215,Wafer Biscuits ,, 
1216,Popcorn ,,https://en.wikipedia.org/wiki/Popcorn 
1217,Rose Sherbat ,, 
1218,Wheat Chapati ,, 
1219,Nylon Sago ,Sabudana, 
1220,Khatta Bhaji ,, 
1221,Rajgira Kadhi ,, 
1222,Sprinklers ,,https://en.wikipedia.org/wiki/Sprinklers 
1223,Goa Port Wine ,, 
1224,Makai Roti ,, 
1225,Gatte Subzi ,, 
1226,Kadala Curry ,, 
1227,Ginger Patse ,, 
1228,Rabadi ,,https://en.wikipedia.org/wiki/Rabadi 
1229,Turnips ,Shalgam,https://en.wikipedia.org/wiki/Turnips 
1230,Ginger-Ale ,, 
1231,Shortbread Biscuits ,, 
1232,Vanilla Butter Cream ,, 
1233,Pink Food ,, 
1234,Carrots Thin ,, 
1235,Lemongrass Stem ,, 
1236,Waterchestnut Flour ,, 
1237,Soba Noodles ,,https://en.wikipedia.org/wiki/Soba noodles 
1238,BirdS Eye Chilli ,, 
1239,Garlics ,, 
1240,Tomato Cream Sauce ,, 
1241,Mexican Tomato Sauce ,, 
1242,Masala Fries ,, 
1243,Surti Bananas ,, 
1244,Pretzel ,,https://en.wikipedia.org/wiki/Pretzel 
1245,Wholemeal Pizza Base ,, 
1246,Tomato Chunks ,, 
1247,Lasagna ,,https://en.wikipedia.org/wiki/Lasagna 
1248,Garlic -Tomato Chutney ,, 
1249,Kashmiri Chillie ,, 
1250,Misal Masala ,, 
1251,Schezuan Peppercorns ,Tirphal, 
1252,Knol Khol ,Navalkol, 
1253,Chocolate Glace ,, 
1254,Soufflés ,, 
1255,Cakes ,,https://en.wikipedia.org/wiki/Cakes 
1256,Puddings ,,https://en.wikipedia.org/wiki/Puddings 
1257,Ice-Creams ,, 
1258,Sundaes ,,https://en.wikipedia.org/wiki/Sundaes 
1259,Nutties ,, 
1260,Butter-Paper Piping Bag ,, 
1261,Strawberry Crystals ,, 
1262,Strawberries Purée ,, 
1263,Rasmalais ,, 
1264,Soda Bi-Carbonate ,, 
1265,Strawberries Hulled ,, 
1266,Rolls ,,https://en.wikipedia.org/wiki/Rolls 
1267,Bitter Gourds ,Karela, 
1268,Dahiwali Phudina Chutney ,, 
1269,Zucchinis ,, 
1270,Skim Milk ,,https://en.wikipedia.org/wiki/Skim milk 
1271,Brown Vinegar ,,https://en.wikipedia.org/wiki/Brown vinegar 
1272,Vanilla Butter ,, 
1273,Lemon Butter Cream ,, 
1274,Palak Methi Muthias ,, 
1275,Polenta Base ,, 
1276,Thai Curry ,,https://en.wikipedia.org/wiki/Thai curry 
1277,Rumali Rotis ,, 
1278,Thandai ,,https://en.wikipedia.org/wiki/Thandai 
1279,Chana Dal Flour ,, 
1280,Potato Snack ,, 
1281,Cocktail Onions ,, 
1282,Pickled Capsicum ,, 
1283,Marsala ,,https://en.wikipedia.org/wiki/Marsala 
1284,Marsala Wine ,,https://en.wikipedia.org/wiki/Marsala wine 
1285,Herb Cheese ,, 
1286,Soyabean ,,https://en.wikipedia.org/wiki/Soyabean 
1287,Epsom Salts ,,https://en.wikipedia.org/wiki/Epsom salts 
1288,Chili Coriander Rice ,, 
1289,Ladies ,Bhindi,https://en.wikipedia.org/wiki/Ladies 
1290,Marjoram ,,https://en.wikipedia.org/wiki/Marjoram 
1291,Rasam ,,https://en.wikipedia.org/wiki/Rasam 
1292,Sodium Benzoit ,, 
1293,Olive Pesto ,, 
1294,Rasawala Bateta Nu Shaak ,, 
1295,Arhar Dal ,Toovar,https://en.wikipedia.org/wiki/Arhar dal 
1296,Tomatoes Basil Pesto ,, 
1297,Bhakhri ,,https://en.wikipedia.org/wiki/Bhakhri 
1298,Paatra ,, 
1299,Soda Bi- Carb ,, 
1300,Coconut-Coriander Masala ,, 
1301,Palak ,,https://en.wikipedia.org/wiki/Palak 
1302,China Grass ,,https://en.wikipedia.org/wiki/China grass 
1303,Komal ,,https://en.wikipedia.org/wiki/Komal 
1304,Frankie Masala ,, 
1305,Manchurian ,,https://en.wikipedia.org/wiki/Manchurian 
1306,Yeast Marmite ,, 
1307,Corn Sambhar ,, 
1308,Kadai ,,https://en.wikipedia.org/wiki/Kadai 
1309,Kolhapuri ,,https://en.wikipedia.org/wiki/Kolhapuri 
1310,Bread Toast ,, 
1311,Lemon Leaf ,,https://en.wikipedia.org/wiki/Lemon leaf 
1312,Leeks ,,https://en.wikipedia.org/wiki/Leeks 
1313,Carrot Jullienes ,, 
1314,Shitake Mushroom ,,https://en.wikipedia.org/wiki/Shitake mushroom 
1315,Celery Salt ,,https://en.wikipedia.org/wiki/Celery salt 
1316,Cream Crackers Biscuits ,, 
1317,Water Chestnut ,,https://en.wikipedia.org/wiki/Water chestnut 
1318,Whey ,,https://en.wikipedia.org/wiki/Whey 
1319,Cherry Liquor ,, 
1320,Garlic Tomato Chutney ,, 
1321,Ice Cream ,,https://en.wikipedia.org/wiki/Ice cream 
1322,Chawal Bhakri ,, 
1323,Mango , ,https://en.wikipedia.org/wiki/Mango 
1325,Flour ,Maida,https://en.wikipedia.org/wiki/Flour 
1326,Baking , ,https://en.wikipedia.org/wiki/Baking 
1328,Butter , ,https://en.wikipedia.org/wiki/Butter 
1329,Milk , ,https://en.wikipedia.org/wiki/Milk 
1330,Vanilla , ,https://en.wikipedia.org/wiki/Vanilla 
1332,Vegetables , ,https://en.wikipedia.org/wiki/Vegetables 
1334,Mustard ,Rai Na Kuria,https://en.wikipedia.org/wiki/Mustard 
1335,Chilli , ,https://en.wikipedia.org/wiki/Chilli 
1336,Asafoetida ,Hing,https://en.wikipedia.org/wiki/Asafoetida 
1337,Turmeric ,Haldi,https://en.wikipedia.org/wiki/Turmeric 
1338,Broccoli , ,https://en.wikipedia.org/wiki/Broccoli 
1340,Onions , ,https://en.wikipedia.org/wiki/Onions 
1344,Onion Rings , ,https://en.wikipedia.org/wiki/Onion rings 
1345,Capsicum Rings , , 
1346,Garlic ,Lehsun,https://en.wikipedia.org/wiki/Garlic 
1347,Tomatoes , ,https://en.wikipedia.org/wiki/Tomatoes 
1350,Beans , ,https://en.wikipedia.org/wiki/Beans 
1351,Macaroni , ,https://en.wikipedia.org/wiki/Macaroni 
1352,Oregano , ,https://en.wikipedia.org/wiki/Oregano 
1355,Cheese , ,https://en.wikipedia.org/wiki/Cheese 
1356,Curds ,Dahi,https://en.wikipedia.org/wiki/Curds 
1357,Wheat Flour ,Gehun Ka Atta,https://en.wikipedia.org/wiki/Wheat flour 
1362,Carom ,Ajwain,https://en.wikipedia.org/wiki/Carom 
1365,Toovar Dal ,Arhar,https://en.wikipedia.org/wiki/Toovar dal 
1368,Lemon Juice , ,https://en.wikipedia.org/wiki/Lemon juice 
1369,Jaggery ,Gur,https://en.wikipedia.org/wiki/Jaggery 
1370,Ginger-Green Chilli , , 
1372,Curry ,Kadi Patta,https://en.wikipedia.org/wiki/Curry 
1376,Cumin ,Jeera,https://en.wikipedia.org/wiki/Cumin 
1377,Mustard , Rai / Sarson,https://en.wikipedia.org/wiki/Mustard 
1379,Chillies ,Boriya Mirch,https://en.wikipedia.org/wiki/Chillies 
1380,Cinnamon ,Dalchini,https://en.wikipedia.org/wiki/Cinnamon 
1381,Cloves ,Laung / Lavang,https://en.wikipedia.org/wiki/Cloves 
1382,Coriander ,Dhania,https://en.wikipedia.org/wiki/Coriander 
1385,Fusillii , , 
1386,Tomatoes , ,https://en.wikipedia.org/wiki/Tomatoes 
1388,Bayleaves ,Tejpatta, 
1389,Peppercorns ,Kalimirch,https://en.wikipedia.org/wiki/Peppercorns 
1392,Capsicum , ,https://en.wikipedia.org/wiki/Capsicum 
1394,Tomato , ,https://en.wikipedia.org/wiki/Tomato 
1397,Chilli ,Paprika,https://en.wikipedia.org/wiki/Chilli 
1399,Cream , ,https://en.wikipedia.org/wiki/Cream 
1403,Mango , ,https://en.wikipedia.org/wiki/Mango 
1406,Marinade , ,https://en.wikipedia.org/wiki/Marinade 
1407,Mustard Oil ,Rai / Sarson,https://en.wikipedia.org/wiki/Mustard oil 
1408,Nigella ,Kalonji,https://en.wikipedia.org/wiki/Nigella 
1409,Fennel ,Saunf,https://en.wikipedia.org/wiki/Fennel 
1411,Spinach ,Palak,https://en.wikipedia.org/wiki/Spinach 
1412,Rice ,Basmati,https://en.wikipedia.org/wiki/Rice 
1413,Gram ,Yellow Moong Dal ,https://en.wikipedia.org/wiki/Gram 
1417,Garlic ,Lehsun,https://en.wikipedia.org/wiki/Garlic 
1418,Ginger ,Adrak,https://en.wikipedia.org/wiki/Ginger 
1420,Tomatoes , ,https://en.wikipedia.org/wiki/Tomatoes 
1425,Cardamom ,Elaichi,https://en.wikipedia.org/wiki/Cardamom 
1428,Kashmiri Chilli , , 
1430,Chillies , ,https://en.wikipedia.org/wiki/Chillies 
1433,Fenugreek ,Methi,https://en.wikipedia.org/wiki/Fenugreek 
1434,Chilli , ,https://en.wikipedia.org/wiki/Chilli 
1439,Coriander-Cumin ,Dhania-Jeera, 
1444,Sesame ,Til,https://en.wikipedia.org/wiki/Sesame 
1445,Besan ,Bengal Gram Flour,https://en.wikipedia.org/wiki/Besan 
1450,Millet ,Jowar  Flour,https://en.wikipedia.org/wiki/Millet 
1452,Small Onion , ,https://en.wikipedia.org/wiki/Small onion 
1453,Tomato , ,https://en.wikipedia.org/wiki/Tomato 
1455,Chillies , ,https://en.wikipedia.org/wiki/Chillies 
1458,Butter , ,https://en.wikipedia.org/wiki/Butter 
1459,Bread , ,https://en.wikipedia.org/wiki/Bread 
1460,Vegetables , ,https://en.wikipedia.org/wiki/Vegetables 
1463,Coconut , ,https://en.wikipedia.org/wiki/Coconut 
1469,Vegetables , ,https://en.wikipedia.org/wiki/Vegetables 
1472,Canned Pineapple , , 
1473,Potatoes , ,https://en.wikipedia.org/wiki/Potatoes 
1479,Bengal Gram ,Chana Dal ,https://en.wikipedia.org/wiki/Bengal gram 
1480,Lentils ,Urad Dal ,https://en.wikipedia.org/wiki/Lentils 
1482,Kashmiri Chillies , , 
1484,Garlic Cloves ,Lehsun, 
1485,Tamarind ,Imli,https://en.wikipedia.org/wiki/Tamarind 
1486,Peppercorns ,Kalimirch,https://en.wikipedia.org/wiki/Peppercorns 
1497,Cardamoms ,Elaichi,https://en.wikipedia.org/wiki/Cardamoms 
1505,Cashewnuts ,Kaju, 
1513,Rice ,Chawal,https://en.wikipedia.org/wiki/Rice 
1523,Chillies , ,https://en.wikipedia.org/wiki/Chillies 
1530,Curd ,Dahi,https://en.wikipedia.org/wiki/Curd 
1537,Fenugreek ,Kasuri Methi,https://en.wikipedia.org/wiki/Fenugreek 
1546,Mint ,Phudina,https://en.wikipedia.org/wiki/Mint 
1552,Ginger ,Adrak,https://en.wikipedia.org/wiki/Ginger 
1556,Capsicum , ,https://en.wikipedia.org/wiki/Capsicum 
1557,Cabbage , ,https://en.wikipedia.org/wiki/Cabbage 
1558,Onions , ,https://en.wikipedia.org/wiki/Onions 
1559,Onion Greens , , 
1560,Carrot , ,https://en.wikipedia.org/wiki/Carrot 
1564,Cheese , ,https://en.wikipedia.org/wiki/Cheese 
1565,Lettuce , ,https://en.wikipedia.org/wiki/Lettuce 
1566,Masala Fries , , 
1567,Potatoes , ,https://en.wikipedia.org/wiki/Potatoes 
1583,Wheat Laddi Pavs , , 
1584,Sukhi Lehsun Ki Chutney , , 
1587,Cabbage , ,https://en.wikipedia.org/wiki/Cabbage 
1589,Cucumber , ,https://en.wikipedia.org/wiki/Cucumber 
1592,Chutney , ,https://en.wikipedia.org/wiki/Chutney 
1598,Carrot , ,https://en.wikipedia.org/wiki/Carrot 
1605,Dahiwali Phudina Ki Chutney , , 
1606,Potatoes , ,https://en.wikipedia.org/wiki/Potatoes 
1614,Baby Corn , ,https://en.wikipedia.org/wiki/Baby corn 
1616,Rice , ,https://en.wikipedia.org/wiki/Rice 
1625,Banana , ,https://en.wikipedia.org/wiki/Banana 
1626,Dark Chocolate , ,https://en.wikipedia.org/wiki/Dark chocolate 
1630,Cocoa , ,https://en.wikipedia.org/wiki/Cocoa 
1636,Walnuts ,Akhrot,https://en.wikipedia.org/wiki/Walnuts 
1637,Chocolate , ,https://en.wikipedia.org/wiki/Chocolate 
1639,Cardamoms , ,https://en.wikipedia.org/wiki/Cardamoms 
1642,Ginger ,Soonth,https://en.wikipedia.org/wiki/Ginger 
1643,Nutmeg ,Jaiphal,https://en.wikipedia.org/wiki/Nutmeg 
1646,Sour Curds ,Khatta Dahi, 
1649,Sugar , ,https://en.wikipedia.org/wiki/Sugar 
1659,Beans , ,https://en.wikipedia.org/wiki/Beans 
1660,Carrot , ,https://en.wikipedia.org/wiki/Carrot 
1661,Peas , ,https://en.wikipedia.org/wiki/Peas 
1662,Capsicum , ,https://en.wikipedia.org/wiki/Capsicum 
1667,Raisins ,Kismis,https://en.wikipedia.org/wiki/Raisins 
1669,Rice ,Chawal,https://en.wikipedia.org/wiki/Rice 
1670,Noodles , ,https://en.wikipedia.org/wiki/Noodles 
1672,Celery ,Ajmoda,https://en.wikipedia.org/wiki/Celery 
1674,Onions , ,https://en.wikipedia.org/wiki/Onions 
1676,Carrots , ,https://en.wikipedia.org/wiki/Carrots 
1679,Food Colour , ,https://en.wikipedia.org/wiki/Food colour 
1691,Pepper ,Kalimirch,https://en.wikipedia.org/wiki/Pepper 
1693,Crispy Noodles , , 
1694,Onions , ,https://en.wikipedia.org/wiki/Onions 
1701,Peas , ,https://en.wikipedia.org/wiki/Peas 
1713,Sukha Lehsun Ka Chutney , , 
1714,Gram ,Moong ,https://en.wikipedia.org/wiki/Gram 
1730,Coriander ,Dhania,https://en.wikipedia.org/wiki/Coriander 
1741,Leek , ,https://en.wikipedia.org/wiki/Leek 
1742,Potato , ,https://en.wikipedia.org/wiki/Potato 
1745,Parsley , ,https://en.wikipedia.org/wiki/Parsley 
1746,Rice ,Ukda Chawal,https://en.wikipedia.org/wiki/Rice 
1751,Chillies , ,https://en.wikipedia.org/wiki/Chillies 
1756,Curry ,Kadi Patta,https://en.wikipedia.org/wiki/Curry 
1770,Herbs , ,https://en.wikipedia.org/wiki/Herbs 
1775,Fenugreek ,Methi,https://en.wikipedia.org/wiki/Fenugreek 
1776,Bottle Gourd ,Doodhi / Lauki,https://en.wikipedia.org/wiki/Bottle gourd 
1779,Curds ,Dahi,https://en.wikipedia.org/wiki/Curds 
1781,Cumin ,Jeera,https://en.wikipedia.org/wiki/Cumin 
1795,Mango ,Amchur,https://en.wikipedia.org/wiki/Mango 
1797,Peas , ,https://en.wikipedia.org/wiki/Peas 
1799,Mint ,Phudina,https://en.wikipedia.org/wiki/Mint 
1800,Noodles , ,https://en.wikipedia.org/wiki/Noodles 
1804,Capsicum , ,https://en.wikipedia.org/wiki/Capsicum 
1810,Onion , ,https://en.wikipedia.org/wiki/Onion 
1815,Lentil ,Masoor ,https://en.wikipedia.org/wiki/Lentil 
1819,Coriander ,Dhania,https://en.wikipedia.org/wiki/Coriander 
